param o := 1535 ;
param s := 6535 ;

set R := 2090 131 744 339 1995 1073 697 1372 1381 1603 301 1871 1588 1377 67 775 362 1489 53 1442 939 1662 2180 2053 245 1179 2027 956 1982 728 630 2198 1821 1551 1890 181 42 552 1870 792 87 1051 1114 1779 1722 2 445 257 2091 ;
set M := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 ;
param TTI := 
0 0
1 0.25
2 0.5
3 0.75
4 1
5 1.25
6 1.5
7 1.75
8 2
9 2.25
10 2.5
11 2.75
12 3
13 3.25
14 3.5
15 3.75
16 4
17 4.25
18 4.5
19 4.75
20 5
21 5.25
22 5.5
23 5.75
24 6
25 6.25
26 6.5
27 6.75
28 7
29 7.25
30 7.5
31 7.75
32 8
33 8.25
34 8.5
35 8.75
36 9
37 9.25
38 9.5
39 9.75
40 10
41 10.25
42 10.5
43 10.75
44 11
45 11.25
46 11.5
47 11.75
48 12
49 12.25
50 12.5
51 12.75
52 13
53 13.25
54 13.5
55 13.75
56 14
57 14.25
58 14.5
59 14.75
60 15
61 15.25
62 15.5
63 15.75
64 16
65 16.25
66 16.5
67 16.75
68 17
69 17.25
70 17.5
71 17.75
72 18
73 18.25
74 18.5
75 18.75
76 19
77 19.25
78 19.5
79 19.75
80 20
81 20.25
82 20.5
83 20.75
84 21
85 21.25
86 21.5
87 21.75
88 22
89 22.25
90 22.5
91 22.75
92 23
93 23.25
94 23.5
95 23.75
;

param TTF := 
0 0.25
1 0.5
2 0.75
3 1
4 1.25
5 1.5
6 1.75
7 2
8 2.25
9 2.5
10 2.75
11 3
12 3.25
13 3.5
14 3.75
15 4
16 4.25
17 4.5
18 4.75
19 5
20 5.25
21 5.5
22 5.75
23 6
24 6.25
25 6.5
26 6.75
27 7
28 7.25
29 7.5
30 7.75
31 8
32 8.25
33 8.5
34 8.75
35 9
36 9.25
37 9.5
38 9.75
39 10
40 10.25
41 10.5
42 10.75
43 11
44 11.25
45 11.5
46 11.75
47 12
48 12.25
49 12.5
50 12.75
51 13
52 13.25
53 13.5
54 13.75
55 14
56 14.25
57 14.5
58 14.75
59 15
60 15.25
61 15.5
62 15.75
63 16
64 16.25
65 16.5
66 16.75
67 17
68 17.25
69 17.5
70 17.75
71 18
72 18.25
73 18.5
74 18.75
75 19
76 19.25
77 19.5
78 19.75
79 20
80 20.25
81 20.5
82 20.75
83 21
84 21.25
85 21.5
86 21.75
87 22
88 22.25
89 22.5
90 22.75
91 23
92 23.25
93 23.5
94 23.75
95 24
;

param tf := 
1535 0 0.0245  1535 1 0.0245  1535 2 0.0245  1535 3 0.0294  1535 4 0.0294  1535 5 0.0294  1535 6 0.0245  1535 7 0.0196  1535 8 0.0147  1535 9 0.0147  1535 10 0.0147  1535 11 0.0147  1535 12 0.0245  1535 13 0.0294  1535 14 0.0343  1535 15 0.0343  1535 16 0.0294  1535 17 0.0294  1535 18 0.0294  1535 19 0.0245  1535 20 0.0245  1535 21 0.0196  1535 22 0.0147  1535 23 0.0098  1535 24 0.0049  1535 25 0.0049  1535 26 0  1535 27 0.0049  1535 28 0.0049  1535 29 0.0049  1535 30 0.0049  1535 31 0.0049  1535 32 0  1535 33 0  1535 34 0  1535 35 0  1535 36 0.0049  1535 37 0.0049  1535 38 0.0049  1535 39 0.0049  1535 40 0.0049  1535 41 0.0049  1535 42 0.0049  1535 43 0.0049  1535 44 0.0098  1535 45 0.0098  1535 46 0.0098  1535 47 0.0147  1535 48 0.0147  1535 49 0.0147  1535 50 0.0245  1535 51 0.0294  1535 52 0.0392  1535 53 0.049  1535 54 0.049  1535 55 0.049  1535 56 0.0392  1535 57 0.0343  1535 58 0.0343  1535 59 0.0294  1535 60 0.0294  1535 61 0.0294  1535 62 0.0294  1535 63 0.0245  1535 64 0.0147  1535 65 0.0147  1535 66 0.0147  1535 67 0.0245  1535 68 0.0343  1535 69 0.0392  1535 70 0.0441  1535 71 0.0441  1535 72 0.0392  1535 73 0.0392  1535 74 0.0343  1535 75 0.0343  1535 76 0.0343  1535 77 0.0294  1535 78 0.0294  1535 79 0.0245  1535 80 0.0245  1535 81 0.0245  1535 82 0.0294  1535 83 0.0392  1535 84 0.0539  1535 85 0.0588  1535 86 0.0588  1535 87 0.0588  1535 88 0.049  1535 89 0.0441  1535 90 0.0392  1535 91 0.0392  1535 92 0.0392  1535 93 0.0441  1535 94 0.0392  1535 95 0.0392  
2090 0 0.093  2090 1 0.093  2090 2 0.093  2090 3 0.093  2090 4 0.093  2090 5 0.093  2090 6 0.0837  2090 7 0.0837  2090 8 0.0744  2090 9 0.0651  2090 10 0.0558  2090 11 0.0558  2090 12 0.0651  2090 13 0.0651  2090 14 0.0558  2090 15 0.0372  2090 16 0.0279  2090 17 0.0186  2090 18 0.0279  2090 19 0.0465  2090 20 0.0744  2090 21 0.1023  2090 22 0.1116  2090 23 0.1023  2090 24 0.093  2090 25 0.0837  2090 26 0.0651  2090 27 0.0558  2090 28 0.0465  2090 29 0.0372  2090 30 0.0279  2090 31 0.0186  2090 32 0  2090 33 0  2090 34 0  2090 35 0.0186  2090 36 0.0372  2090 37 0.0558  2090 38 0.0651  2090 39 0.0651  2090 40 0.0558  2090 41 0.0558  2090 42 0.0558  2090 43 0.0651  2090 44 0.0744  2090 45 0.0837  2090 46 0.0837  2090 47 0.0837  2090 48 0.0837  2090 49 0.093  2090 50 0.1116  2090 51 0.1488  2090 52 0.1953  2090 53 0.2232  2090 54 0.2325  2090 55 0.2232  2090 56 0.1953  2090 57 0.1767  2090 58 0.1581  2090 59 0.1488  2090 60 0.1395  2090 61 0.1302  2090 62 0.1116  2090 63 0.0744  2090 64 0.0372  2090 65 0.0186  2090 66 0  2090 67 0.0093  2090 68 0.0186  2090 69 0.0279  2090 70 0.0372  2090 71 0.0372  2090 72 0.0279  2090 73 0.0279  2090 74 0.0372  2090 75 0.0558  2090 76 0.0744  2090 77 0.1023  2090 78 0.1302  2090 79 0.1488  2090 80 0.1674  2090 81 0.1767  2090 82 0.186  2090 83 0.186  2090 84 0.1767  2090 85 0.1767  2090 86 0.1581  2090 87 0.1395  2090 88 0.1209  2090 89 0.1116  2090 90 0.1116  2090 91 0.1209  2090 92 0.1395  2090 93 0.1488  2090 94 0.1488  2090 95 0.1395  
131 0 0.1152  131 1 0.1104  131 2 0.1104  131 3 0.1056  131 4 0.1008  131 5 0.1008  131 6 0.1104  131 7 0.1344  131 8 0.1584  131 9 0.1728  131 10 0.1728  131 11 0.1584  131 12 0.1248  131 13 0.1104  131 14 0.1008  131 15 0.1056  131 16 0.12  131 17 0.1392  131 18 0.1536  131 19 0.1728  131 20 0.1872  131 21 0.2016  131 22 0.2208  131 23 0.24  131 24 0.2592  131 25 0.2688  131 26 0.2736  131 27 0.2736  131 28 0.2688  131 29 0.2592  131 30 0.2544  131 31 0.2496  131 32 0.2448  131 33 0.2352  131 34 0.216  131 35 0.192  131 36 0.1584  131 37 0.1392  131 38 0.1344  131 39 0.1344  131 40 0.1488  131 41 0.1584  131 42 0.1584  131 43 0.1584  131 44 0.1536  131 45 0.1536  131 46 0.1632  131 47 0.1872  131 48 0.2208  131 49 0.2352  131 50 0.2448  131 51 0.2352  131 52 0.2208  131 53 0.2016  131 54 0.1824  131 55 0.1632  131 56 0.1488  131 57 0.1296  131 58 0.1104  131 59 0.0864  131 60 0.0672  131 61 0.0576  131 62 0.0672  131 63 0.0864  131 64 0.1248  131 65 0.1536  131 66 0.1728  131 67 0.1824  131 68 0.1824  131 69 0.192  131 70 0.2016  131 71 0.2112  131 72 0.2304  131 73 0.24  131 74 0.2448  131 75 0.2496  131 76 0.2448  131 77 0.2448  131 78 0.2496  131 79 0.2496  131 80 0.2544  131 81 0.2496  131 82 0.2304  131 83 0.1968  131 84 0.1536  131 85 0.1248  131 86 0.1056  131 87 0.1056  131 88 0.1104  131 89 0.1104  131 90 0.0912  131 91 0.0624  131 92 0.024  131 93 0  131 94 0  131 95 0.0192  
744 0 0.0216  744 1 0.024  744 2 0.0264  744 3 0.0288  744 4 0.0336  744 5 0.036  744 6 0.0408  744 7 0.0432  744 8 0.0432  744 9 0.048  744 10 0.0504  744 11 0.0576  744 12 0.0648  744 13 0.0672  744 14 0.0624  744 15 0.0552  744 16 0.0432  744 17 0.0384  744 18 0.0384  744 19 0.048  744 20 0.0624  744 21 0.072  744 22 0.0744  744 23 0.0696  744 24 0.06  744 25 0.0504  744 26 0.0432  744 27 0.036  744 28 0.0312  744 29 0.024  744 30 0.0192  744 31 0.012  744 32 0.0024  744 33 0  744 34 0.0024  744 35 0.0096  744 36 0.0192  744 37 0.0312  744 38 0.036  744 39 0.0432  744 40 0.048  744 41 0.0504  744 42 0.0552  744 43 0.06  744 44 0.0672  744 45 0.0672  744 46 0.0624  744 47 0.0528  744 48 0.036  744 49 0.024  744 50 0.0192  744 51 0.0144  744 52 0.0144  744 53 0.0144  744 54 0.012  744 55 0.0096  744 56 0.0048  744 57 0.0024  744 58 0.0048  744 59 0.0072  744 60 0.0144  744 61 0.0216  744 62 0.0264  744 63 0.0312  744 64 0.036  744 65 0.0432  744 66 0.0504  744 67 0.06  744 68 0.0696  744 69 0.0768  744 70 0.0816  744 71 0.084  744 72 0.084  744 73 0.084  744 74 0.0792  744 75 0.0768  744 76 0.0696  744 77 0.0624  744 78 0.0528  744 79 0.0408  744 80 0.0264  744 81 0.0192  744 82 0.0192  744 83 0.024  744 84 0.0384  744 85 0.0504  744 86 0.0624  744 87 0.072  744 88 0.0816  744 89 0.0888  744 90 0.0936  744 91 0.0984  744 92 0.1008  744 93 0.096  744 94 0.0864  744 95 0.072  
339 0 0.133  339 1 0.133  339 2 0.126  339 3 0.119  339 4 0.112  339 5 0.112  339 6 0.112  339 7 0.119  339 8 0.133  339 9 0.14  339 10 0.14  339 11 0.14  339 12 0.133  339 13 0.133  339 14 0.126  339 15 0.119  339 16 0.119  339 17 0.119  339 18 0.112  339 19 0.105  339 20 0.091  339 21 0.084  339 22 0.077  339 23 0.07  339 24 0.063  339 25 0.056  339 26 0.042  339 27 0.028  339 28 0.007  339 29 0  339 30 0  339 31 0.014  339 32 0.028  339 33 0.042  339 34 0.056  339 35 0.056  339 36 0.056  339 37 0.063  339 38 0.077  339 39 0.091  339 40 0.119  339 41 0.14  339 42 0.147  339 43 0.147  339 44 0.14  339 45 0.133  339 46 0.133  339 47 0.133  339 48 0.133  339 49 0.133  339 50 0.133  339 51 0.126  339 52 0.119  339 53 0.105  339 54 0.105  339 55 0.098  339 56 0.098  339 57 0.091  339 58 0.084  339 59 0.077  339 60 0.07  339 61 0.07  339 62 0.077  339 63 0.091  339 64 0.112  339 65 0.133  339 66 0.14  339 67 0.147  339 68 0.147  339 69 0.147  339 70 0.147  339 71 0.154  339 72 0.154  339 73 0.154  339 74 0.147  339 75 0.133  339 76 0.119  339 77 0.105  339 78 0.098  339 79 0.091  339 80 0.091  339 81 0.091  339 82 0.091  339 83 0.084  339 84 0.084  339 85 0.084  339 86 0.091  339 87 0.098  339 88 0.119  339 89 0.133  339 90 0.133  339 91 0.133  339 92 0.126  339 93 0.126  339 94 0.126  339 95 0.126  
