param o := 380 ;
param s := 5380 ;

set R := 583 518 87 1196 1764 1954 1087 1923 151 1250 1407 2137 1979 848 2159 1292 52 1632 2101 1780 2208 1992 2133 1719 ;
set M := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 ;
param TTI := 
0 0
1 0.25
2 0.5
3 0.75
4 1
5 1.25
6 1.5
7 1.75
8 2
9 2.25
10 2.5
11 2.75
12 3
13 3.25
14 3.5
15 3.75
16 4
17 4.25
18 4.5
19 4.75
20 5
21 5.25
22 5.5
23 5.75
24 6
25 6.25
26 6.5
27 6.75
28 7
29 7.25
30 7.5
31 7.75
32 8
33 8.25
34 8.5
35 8.75
36 9
37 9.25
38 9.5
39 9.75
40 10
41 10.25
42 10.5
43 10.75
44 11
45 11.25
46 11.5
47 11.75
48 12
49 12.25
50 12.5
51 12.75
52 13
53 13.25
54 13.5
55 13.75
56 14
57 14.25
58 14.5
59 14.75
60 15
61 15.25
62 15.5
63 15.75
64 16
65 16.25
66 16.5
67 16.75
68 17
69 17.25
70 17.5
71 17.75
72 18
73 18.25
74 18.5
75 18.75
76 19
77 19.25
78 19.5
79 19.75
80 20
81 20.25
82 20.5
83 20.75
84 21
85 21.25
86 21.5
87 21.75
88 22
89 22.25
90 22.5
91 22.75
92 23
93 23.25
94 23.5
95 23.75
;

param TTF := 
0 0.25
1 0.5
2 0.75
3 1
4 1.25
5 1.5
6 1.75
7 2
8 2.25
9 2.5
10 2.75
11 3
12 3.25
13 3.5
14 3.75
15 4
16 4.25
17 4.5
18 4.75
19 5
20 5.25
21 5.5
22 5.75
23 6
24 6.25
25 6.5
26 6.75
27 7
28 7.25
29 7.5
30 7.75
31 8
32 8.25
33 8.5
34 8.75
35 9
36 9.25
37 9.5
38 9.75
39 10
40 10.25
41 10.5
42 10.75
43 11
44 11.25
45 11.5
46 11.75
47 12
48 12.25
49 12.5
50 12.75
51 13
52 13.25
53 13.5
54 13.75
55 14
56 14.25
57 14.5
58 14.75
59 15
60 15.25
61 15.5
62 15.75
63 16
64 16.25
65 16.5
66 16.75
67 17
68 17.25
69 17.5
70 17.75
71 18
72 18.25
73 18.5
74 18.75
75 19
76 19.25
77 19.5
78 19.75
79 20
80 20.25
81 20.5
82 20.75
83 21
84 21.25
85 21.5
86 21.75
87 22
88 22.25
89 22.5
90 22.75
91 23
92 23.25
93 23.5
94 23.75
95 24
;

param tf := 
380 0 0.1421  380 1 0.1274  380 2 0.1127  380 3 0.098  380 4 0.0686  380 5 0.049  380 6 0.0392  380 7 0.0441  380 8 0.0539  380 9 0.0588  380 10 0.0539  380 11 0.0343  380 12 0.0098  380 13 0  380 14 0.0049  380 15 0.0196  380 16 0.0539  380 17 0.0735  380 18 0.0882  380 19 0.0931  380 20 0.0833  380 21 0.0784  380 22 0.0784  380 23 0.0882  380 24 0.098  380 25 0.1078  380 26 0.1127  380 27 0.1127  380 28 0.1127  380 29 0.1176  380 30 0.1176  380 31 0.1274  380 32 0.1323  380 33 0.1323  380 34 0.1274  380 35 0.1176  380 36 0.098  380 37 0.0833  380 38 0.0784  380 39 0.0784  380 40 0.0833  380 41 0.0931  380 42 0.1029  380 43 0.1078  380 44 0.1225  380 45 0.1323  380 46 0.1421  380 47 0.1568  380 48 0.1666  380 49 0.1764  380 50 0.1764  380 51 0.1715  380 52 0.1568  380 53 0.147  380 54 0.1323  380 55 0.1274  380 56 0.1176  380 57 0.1078  380 58 0.098  380 59 0.0931  380 60 0.0833  380 61 0.0784  380 62 0.0784  380 63 0.0833  380 64 0.0882  380 65 0.0882  380 66 0.0784  380 67 0.0637  380 68 0.0343  380 69 0.0196  380 70 0.0147  380 71 0.0245  380 72 0.0441  380 73 0.0539  380 74 0.0637  380 75 0.0637  380 76 0.0588  380 77 0.0686  380 78 0.0833  380 79 0.1078  380 80 0.1421  380 81 0.1666  380 82 0.1862  380 83 0.1911  380 84 0.1862  380 85 0.1862  380 86 0.1862  380 87 0.1862  380 88 0.1862  380 89 0.1862  380 90 0.1764  380 91 0.1666  380 92 0.147  380 93 0.1372  380 94 0.1323  380 95 0.1323  
583 0 0.0558  583 1 0.0651  583 2 0.0744  583 3 0.0837  583 4 0.1116  583 5 0.1209  583 6 0.1209  583 7 0.1023  583 8 0.0837  583 9 0.0651  583 10 0.0744  583 11 0.093  583 12 0.1302  583 13 0.1581  583 14 0.1488  583 15 0.1302  583 16 0.093  583 17 0.0651  583 18 0.0558  583 19 0.0651  583 20 0.093  583 21 0.1116  583 22 0.1209  583 23 0.1209  583 24 0.1116  583 25 0.1209  583 26 0.1488  583 27 0.1953  583 28 0.2604  583 29 0.3069  583 30 0.3162  583 31 0.3069  583 32 0.2697  583 33 0.2604  583 34 0.2697  583 35 0.3069  583 36 0.372  583 37 0.3999  583 38 0.3906  583 39 0.3441  583 40 0.279  583 41 0.2325  583 42 0.2046  583 43 0.2046  583 44 0.2325  583 45 0.2418  583 46 0.2418  583 47 0.2232  583 48 0.186  583 49 0.1767  583 50 0.1767  583 51 0.186  583 52 0.2232  583 53 0.2232  583 54 0.2139  583 55 0.1581  583 56 0.093  583 57 0.0465  583 58 0.0093  583 59 0  583 60 0.0093  583 61 0.0186  583 62 0.0186  583 63 0.0186  583 64 0.0186  583 65 0.0279  583 66 0.0279  583 67 0.0279  583 68 0.0372  583 69 0.0465  583 70 0.0558  583 71 0.0558  583 72 0.0651  583 73 0.0744  583 74 0.0837  583 75 0.1023  583 76 0.1209  583 77 0.1395  583 78 0.1581  583 79 0.1674  583 80 0.186  583 81 0.1953  583 82 0.2232  583 83 0.2418  583 84 0.279  583 85 0.279  583 86 0.2511  583 87 0.1953  583 88 0.1116  583 89 0.0558  583 90 0.0279  583 91 0.0279  583 92 0.0558  583 93 0.0744  583 94 0.0837  583 95 0.0837  
518 0 0.0528  518 1 0.072  518 2 0.0864  518 3 0.1056  518 4 0.1344  518 5 0.1584  518 6 0.168  518 7 0.1632  518 8 0.1488  518 9 0.144  518 10 0.1536  518 11 0.1728  518 12 0.1968  518 13 0.2112  518 14 0.2064  518 15 0.1872  518 16 0.1488  518 17 0.1248  518 18 0.1104  518 19 0.1104  518 20 0.12  518 21 0.1248  518 22 0.1248  518 23 0.1152  518 24 0.1008  518 25 0.0912  518 26 0.0864  518 27 0.0864  518 28 0.0864  518 29 0.0816  518 30 0.0768  518 31 0.072  518 32 0.0624  518 33 0.0624  518 34 0.0672  518 35 0.0816  518 36 0.1008  518 37 0.1152  518 38 0.1248  518 39 0.1248  518 40 0.12  518 41 0.1104  518 42 0.1008  518 43 0.0912  518 44 0.0768  518 45 0.0624  518 46 0.0528  518 47 0.0336  518 48 0.024  518 49 0.0144  518 50 0.0144  518 51 0.0192  518 52 0.0336  518 53 0.048  518 54 0.0624  518 55 0.072  518 56 0.0816  518 57 0.0912  518 58 0.1008  518 59 0.1104  518 60 0.12  518 61 0.1248  518 62 0.1248  518 63 0.12  518 64 0.1104  518 65 0.1104  518 66 0.1248  518 67 0.144  518 68 0.1728  518 69 0.1872  518 70 0.192  518 71 0.1824  518 72 0.1632  518 73 0.1488  518 74 0.144  518 75 0.1392  518 76 0.144  518 77 0.1344  518 78 0.12  518 79 0.0912  518 80 0.0528  518 81 0.024  518 82 0.0048  518 83 0  518 84 0  518 85 0.0048  518 86 0.0048  518 87 0.0048  518 88 0.0048  518 89 0.0048  518 90 0.0144  518 91 0.0288  518 92 0.048  518 93 0.0576  518 94 0.0672  518 95 0.0672  
87 0 0.0432  87 1 0.0432  87 2 0.0408  87 3 0.0408  87 4 0.0384  87 5 0.0408  87 6 0.0432  87 7 0.048  87 8 0.0552  87 9 0.06  87 10 0.06  87 11 0.0528  87 12 0.0456  87 13 0.0384  87 14 0.036  87 15 0.0336  87 16 0.036  87 17 0.0384  87 18 0.0408  87 19 0.0432  87 20 0.0456  87 21 0.0504  87 22 0.0552  87 23 0.06  87 24 0.0672  87 25 0.072  87 26 0.072  87 27 0.072  87 28 0.0672  87 29 0.0648  87 30 0.0672  87 31 0.0672  87 32 0.072  87 33 0.0744  87 34 0.0744  87 35 0.0744  87 36 0.0696  87 37 0.0672  87 38 0.0672  87 39 0.0672  87 40 0.0672  87 41 0.0672  87 42 0.0672  87 43 0.0648  87 44 0.0648  87 45 0.0624  87 46 0.06  87 47 0.06  87 48 0.0576  87 49 0.0528  87 50 0.048  87 51 0.036  87 52 0.024  87 53 0.0168  87 54 0.0144  87 55 0.0168  87 56 0.024  87 57 0.0312  87 58 0.0336  87 59 0.036  87 60 0.036  87 61 0.0384  87 62 0.0408  87 63 0.0456  87 64 0.0528  87 65 0.0552  87 66 0.0528  87 67 0.0456  87 68 0.0336  87 69 0.0264  87 70 0.0216  87 71 0.0216  87 72 0.024  87 73 0.0264  87 74 0.0288  87 75 0.0312  87 76 0.0336  87 77 0.0384  87 78 0.0408  87 79 0.0408  87 80 0.0456  87 81 0.0432  87 82 0.036  87 83 0.0264  87 84 0.012  87 85 0.0024  87 86 0  87 87 0.0048  87 88 0.0144  87 89 0.0216  87 90 0.0264  87 91 0.0264  87 92 0.024  87 93 0.024  87 94 0.0264  87 95 0.0288  
1196 0 0.126  1196 1 0.175  1196 2 0.21  1196 3 0.252  1196 4 0.329  1196 5 0.378  1196 6 0.385  1196 7 0.357  1196 8 0.301  1196 9 0.266  1196 10 0.266  1196 11 0.301  1196 12 0.364  1196 13 0.399  1196 14 0.399  1196 15 0.364  1196 16 0.294  1196 17 0.252  1196 18 0.224  1196 19 0.224  1196 20 0.252  1196 21 0.252  1196 22 0.238  1196 23 0.196  1196 24 0.133  1196 25 0.098  1196 26 0.091  1196 27 0.112  1196 28 0.154  1196 29 0.182  1196 30 0.196  1196 31 0.189  1196 32 0.161  1196 33 0.147  1196 34 0.133  1196 35 0.119  1196 36 0.119  1196 37 0.105  1196 38 0.084  1196 39 0.056  1196 40 0.021  1196 41 0.007  1196 42 0  1196 43 0.014  1196 44 0.035  1196 45 0.063  1196 46 0.077  1196 47 0.098  1196 48 0.119  1196 49 0.154  1196 50 0.189  1196 51 0.245  1196 52 0.308  1196 53 0.336  1196 54 0.336  1196 55 0.308  1196 56 0.245  1196 57 0.21  1196 58 0.182  1196 59 0.175  1196 60 0.182  1196 61 0.189  1196 62 0.175  1196 63 0.161  1196 64 0.133  1196 65 0.112  1196 66 0.105  1196 67 0.105  1196 68 0.119  1196 69 0.119  1196 70 0.119  1196 71 0.105  1196 72 0.091  1196 73 0.077  1196 74 0.084  1196 75 0.098  1196 76 0.119  1196 77 0.126  1196 78 0.133  1196 79 0.133  1196 80 0.126  1196 81 0.126  1196 82 0.126  1196 83 0.147  1196 84 0.168  1196 85 0.189  1196 86 0.203  1196 87 0.21  1196 88 0.217  1196 89 0.224  1196 90 0.238  1196 91 0.252  1196 92 0.266  1196 93 0.273  1196 94 0.259  1196 95 0.231  
